txn_id	txn_fingerprint_id	query	implicit_txn	session_id	start_time	end_time	user_name	app_name	rows_read	rows_written	priority	retries	last_retry_reason	contention	problems	causes	stmt_execution_ids	cpu_sql_nanos	last_error_code	last_error_redactable	status
4dbaefa3-8c4f-41f1-8b90-86463554b3ef	\x8f43daf5a7127afd	SET statement_timeout = _ ; SELECT id, crdb_internal.pb_to_json(_, config) FROM system.zones	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.952015	2025-07-22 06:04:50.953084	root	$ internal cockroach zip	15	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24b1a3bf00000000000000001,18547da24b1d06c80000000000000001}	313790	NULL		Failed
56f182d8-f43c-4d98-8520-26c419964da9	\x931f741d8b38669a	SET statement_timeout = _ ; TABLE system.tenants	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.951209	2025-07-22 06:04:50.951861	root	$ internal cockroach zip	1	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24b0d8dd80000000000000001,18547da24b0ff7080000000000000001}	8039	NULL		Failed
a65723fd-7585-4574-b0e2-131ebecffb59	\xdbf107abe95b87eb	SET statement_timeout = _ ; TABLE system.tenant_usage	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.950388	2025-07-22 06:04:50.951068	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24b00fb180000000000000001,18547da24b03c2080000000000000001}	6374	NULL		Failed
464026dc-1bb0-4360-83a7-ae09324a08b6	\x75b2f380ca939c9e	SET statement_timeout = _ ; TABLE system.tenant_tasks	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.949406	2025-07-22 06:04:50.9502	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24af287e00000000000000001,18547da24af5d7880000000000000001}	5792	NULL		Failed
6fc8a866-a547-4d8e-8d37-6df2c4f1b9c9	\xbff74dabc7431913	SET statement_timeout = _ ; TABLE system.tenant_settings	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.948457	2025-07-22 06:04:50.949226	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24ae418900000000000000001,18547da24ae6cfe00000000000000001}	7750	NULL		Failed
fa186f0a-a741-4bf5-b4c3-9e1178f0dd59	\x79ac84653ea1431e	SET statement_timeout = _ ; TABLE system.task_payloads	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.946983	2025-07-22 06:04:50.948207	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da24acd54700000000000000001,18547da24ad36ef00000000000000001}	11667	NULL		Failed
0273684c-305c-457e-aee6-c0dca1035985	\x6ffb8d8aa32d8755	SET statement_timeout = _ ; TABLE system.table_statistics	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.847552	2025-07-22 06:04:50.946701	root	$ internal cockroach zip	1851	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da244e058c80000000000000001,18547da244e8f0000000000000000001}	1300504	NULL		Failed
dab9d1aa-049a-456d-acc1-75d92bc2a9e1	\x57c57d6e0d04967e	SET statement_timeout = _ ; SELECT max(ss.aggregated_ts), ss.fingerprint_id, ss.transaction_fingerprint_id, ss.plan_hash, ss.app_name, ss.agg_interval, merge_stats_metadata(ss.metadata) AS metadata, merge_statement_stats(ss.statistics) AS statistics, ss.plan, ss.index_recommendations FROM system.public.statement_statistics AS ss WHERE (aggregated_ts > (now() - _::INTERVAL)) AND ((transaction_fingerprint_id IN (SELECT DISTINCT (blocking_txn_fingerprint_id) FROM crdb_internal.transaction_contention_events WHERE blocking_txn_fingerprint_id != _ UNION SELECT DISTINCT (waiting_txn_fingerprint_id) FROM crdb_internal.transaction_contention_events WHERE blocking_txn_fingerprint_id != _)) OR (transaction_fingerprint_id IN (SELECT ss_cpu.transaction_fingerprint_id FROM system.public.statement_statistics AS ss_cpu GROUP BY ss_cpu.transaction_fingerprint_id, ss_cpu.cpu_sql_nanos ORDER BY ss_cpu.cpu_sql_nanos DESC LIMIT _))) GROUP BY ss.aggregated_ts, ss.app_name, ss.fingerprint_id, ss.transaction_fingerprint_id, ss.plan_hash, ss.agg_interval, ss.plan, ss.index_recommendations LIMIT _	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.700026	2025-07-22 06:04:50.847284	root	$ internal cockroach zip	33170	0	normal	0	NULL	00:00:00	{FailedExecution,SlowExecution}	{}	{18547da23c1426480000000000000001,18547da23c19b0400000000000000001}	27840543	NULL		Failed
0fff2468-8a3e-4aef-bd14-ecc01f8934f8	\x9be027768ca8ed66	SET statement_timeout = _ ; TABLE system.statement_diagnostics_requests	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.699249	2025-07-22 06:04:50.699866	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da23c08df900000000000000001,18547da23c0bbdf00000000000000001}	6375	NULL		Failed
bd64295d-260f-4042-a5d2-d4e82092c6a9	\x3375ca44cf9c834d	SET statement_timeout = _ ; TABLE system.statement_diagnostics	f	18547da1f1fa9f100000000000000001	2025-07-22 06:04:50.698526	2025-07-22 06:04:50.699131	root	$ internal cockroach zip	0	0	normal	0	NULL	00:00:00	{FailedExecution}	{}	{18547da23bfdc3d00000000000000001,18547da23c003ca00000000000000001}	8042	NULL		Failed
